Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
400000000,"Guzape District, Abuja",2184613,2024-03-29,2024-04-23, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Guzape District
260000000,"Gwarinpa, Abuja",1998877,2023-11-13,2024-04-21, Available,Detached Duplex,Millions,6.0,6.0,7.0,Gwarimpa
600000000,"Guzape District, Abuja",1998874,2023-11-13,2024-04-21, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
55000000,"Katampe, Abuja",1998710,2023-11-12,2024-03-28, Available,Block of Flats,Millions,3.0,3.0,4.0,Katampe
50000000,"Gaduwa, Abuja",1998708,2023-11-12,2024-05-13, Available,Terraced Duplex,Millions,2.0,2.0,3.0,Gaduwa
500000000,"Legislative Quarters, Apo, Abuja",1998665,2023-11-12,2024-05-13, Available,Detached Duplex,Millions,5.0,6.0,7.0,Apo
150000000,"Katampe Extension, Katampe, Abuja",1998579,2023-11-12,2024-03-11, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Katampe
235000000,"Kado, Abuja",1998373,2023-11-12,2024-03-02, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kado
60000000,"Kaura, Abuja",1998368,2023-11-12,2024-03-02, Available,Block of Flats,Millions,3.0,3.0,4.0,Kaura
60000000,"Lugbe District, Abuja",1998363,2023-11-12,2024-04-02, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Lugbe District
140000000,"Jahi, Abuja",1895948,2023-09-02,2024-05-06, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
150000000,"Guzape District, Abuja",1998045,2023-11-12,2024-05-11, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
530000000,"Maitama District, Abuja",1998044,2023-11-12,2024-05-11, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Maitama District
280000000,"Off Washington Street, Efab Metropolis, By Gwarimpa, Karsana, Abuja",1989341,2023-11-06,2024-03-23, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
180000000,"Jahi, Abuja",1997725,2023-11-11,2024-05-17, Available,House,Millions,4.0,5.0,5.0,Jahi
650000000,"Maitama District, Abuja",1997239,2023-11-11,2024-05-09, Available,Detached Duplex,Millions,5.0,5.0,6.0,Maitama District
280000000,"6th Avenue Axis, Gwarinpa, Abuja",1996994,2023-11-11,2024-02-19, Available,Detached Duplex,Millions,5.0,5.0,5.0,Gwarimpa
300000000,"Gwarinpa, Abuja",1996985,2023-11-11,2024-02-19, Available,Detached Duplex,Millions,6.0,6.0,6.0,Gwarimpa
380000000,"Guzape District, Abuja",2155019,2024-03-11,2024-04-26, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Guzape District
550000000,"Guzape District, Abuja",1996982,2023-11-11,2024-02-19, Available,Detached Duplex,Millions,4.0,4.0,4.0,Guzape District
430000000,"Off Aminu Kano Crescent, Wuse 2, Abuja",1996972,2023-11-11,2024-02-19, Available,Detached Duplex,Millions,4.0,4.0,4.0,Wuse 2
1500000000,"Asokoro Extension Close To Guzape, Asokoro District, Abuja",1996967,2023-11-11,2024-02-19, Available,Terraced Duplex,Billions,6.0,6.0,6.0,Asokoro District
700000000,"Mabushi, Abuja",1996129,2023-11-10,2024-03-18, Available,Detached Duplex,Millions,6.0,6.0,7.0,Mabushi
190000000,"6th Avenue, Gwarinpa, Abuja",1996091,2023-11-10,2024-04-22, Available,Detached Duplex,Millions,6.0,7.0,7.0,Gwarimpa
200000000,"Apo, Abuja",1995806,2023-11-10,2024-03-23, Available,Terraced Duplex,Millions,6.0,6.0,7.0,Apo
450000000,"Maitama District, Abuja",1995726,2023-11-10,2024-05-09, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Maitama District
190000000,"Close To Charle Boy House, Gwarinpa, Abuja",1995467,2023-11-10,2024-05-08, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gwarimpa
140000000,"Mabushi, Abuja",1995290,2023-11-10,2024-04-07, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Mabushi
85000000,"River Park Estate, Airport Road, Lugbe District, Abuja",1995160,2023-11-10,2024-04-15, Available,Detached Duplex,Millions,4.0,5.0,5.0,Lugbe District
150000000,"Lugbe District, Abuja",1994911,2023-11-09,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Lugbe District
500000000,"Kado, Abuja",1994901,2023-11-09,2024-05-10, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
55000000,"Katampe (Main), Katampe, Abuja",1994894,2023-11-09,2024-05-10, Available,Block of Flats,Millions,3.0,3.0,4.0,Katampe
200000000,"Prince And Princess Estate, Kaura, Abuja",1994694,2023-11-09,2024-04-30, Available,House,Millions,6.0,6.0,7.0,Kaura
150000000,"Prince And Princess Estate, Kaura, Abuja",1994687,2023-11-09,2024-02-26, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kaura
70000000,"Mbora (Nbora), Abuja",1994459,2023-11-09,2024-02-19, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Mbora (Nbora)
400000000,"Wuye, Abuja",1993845,2023-11-09,2024-02-19, Available,Detached Duplex,Millions,6.0,6.0,6.0,Wuye
200000000,"Jabi, Abuja",1993829,2023-11-09,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
60000000,"Opposite First Generation Estate, Lokogoma District, Abuja",1985486,2023-11-03,2024-04-28, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Lokogoma District
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
1000000000,"Jahi, Abuja",1886967,2023-08-28,2024-03-04, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
190000000,"Close To Games Village Estate, Games Village, Kaura, Abuja",1993351,2023-11-08,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kaura
170000000,"Games Village Estate, Kaura, Abuja",1993372,2023-11-08,2024-05-06, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kaura
270000000,"Opposite Games Village Estate, Kukwaba, Abuja",1993403,2023-11-08,2024-05-06, Available,Detached Duplex,Millions,6.0,6.0,7.0,Kukwaba
350000000,"Opposite Games Village Estate Axis, Kukwaba, Abuja",1993398,2023-11-08,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kukwaba
300000000,"Opposite Games Village Estate, Kukwaba, Abuja",1993382,2023-11-08,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kukwaba
220000000,"Jabi, Abuja",1993212,2023-11-08,2024-05-06, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jabi
100000000,"Life Camp, Abuja",1958489,2023-10-15,2024-04-18, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
155000000,"Apo, Abuja",1992968,2023-11-08,2024-04-07, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
200000000,"Babagana Street, Guzape District, Abuja",1992491,2023-11-08,2024-04-22, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
300000000,"Diplomatic Zone, Wuye, Abuja",1992162,2023-11-08,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Wuye
500000000,"Diplomatic Zone, Wuye, Abuja",1992291,2023-11-08,2024-05-12, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Wuye
110000000,"Life Camp, Abuja",1992399,2023-11-08,2024-04-30, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
70000000,"Utako, Abuja",1992301,2023-11-08,2024-05-07, Available,Block of Flats,Millions,3.0,3.0,4.0,Utako
65000000,"Life Camp, Abuja",1932407,2023-09-26,2024-05-01, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
294000000,"Katampe (Main), Katampe, Abuja",1992130,2023-11-08,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
150000000,"Gwarinpa, Abuja",1992066,2023-11-08,2024-05-15, Available,Semi-detached Duplex,Millions,4.0,6.0,5.0,Gwarimpa
700000000,"Fha Estate, Guzape District, Abuja",1938202,2023-09-30,2024-05-15, Available,Detached Duplex,Millions,5.0,7.0,6.0,Guzape District
150000000,"Apo, Abuja",1561943,2022-12-15,2024-03-18, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Apo
750000000,"Asokoro Main, Asokoro District, Abuja",2123077,2024-02-17,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Asokoro District
140000000,"Wuye, Abuja",1991576,2023-11-07,2024-05-09, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
52000000,"By Sunnyvale Estate, Dakwo, Abuja",1916557,2023-09-15,2024-04-06, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Dakwo
680000000,"Main, Maitama District, Abuja",1963367,2023-10-18,2024-03-16, Available,Detached Duplex,Millions,4.0,6.0,5.0,Maitama District
150000000,"Off 3rd Avenue, Dantata Estate, Gwarinpa, Abuja",1990708,2023-11-07,2024-05-17, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
65000000,"Sunny Vale Estate, Lokogoma District, Abuja",1990457,2023-11-07,2024-05-16, Available,Semi-detached Bungalow,Millions,3.0,4.0,4.0,Lokogoma District
85000000,"Life Camp, Abuja",1990455,2023-11-07,2024-05-16, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
160000000,"Gilmore Tarred Road, Jahi, Abuja",1990163,2023-11-06,2024-03-04, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
320000000,"Games Village, Kaura, Abuja",1990102,2023-11-06,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Kaura
350000000,"Off Dominos Pizza, Wuse 2, Abuja",1825064,2023-07-18,2024-05-09, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Wuse 2
95000000,"Aso Radio, Katampe (Main), Katampe, Abuja",1832938,2023-07-23,2024-02-19, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Katampe
100000000,"Guzape District, Abuja",1839019,2023-07-27,2024-04-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
115000000,"Opposite Nicon/maitama, Katampe (Main), Katampe, Abuja",1845986,2023-08-01,2024-04-25, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
1500000000,"Guzape District, Abuja",1990015,2023-11-06,2024-03-02, Available,Detached Duplex,Billions,6.0,6.0,7.0,Guzape District
120000000,"American International School, Opposite Games Village., Durumi, Abuja",1959045,2023-10-16,2024-03-22, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Durumi
10000000,"Cajaah Estate, Orozo, Abuja",1989069,2023-11-06,2024-03-16, Available,Detached Bungalow,Millions,4.0,5.0,5.0,Orozo
175000000,"Apo, Abuja",1948762,2023-10-09,2024-05-13, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Apo
450000000,"Gwarinpa, Abuja",1988029,2023-11-05,2024-05-17, Available,Detached Duplex,Millions,7.0,7.0,8.0,Gwarimpa
4800000000,"Asokoro District, Abuja",1987614,2023-11-04,2024-04-06, Available,Detached Duplex,Billions,6.0,6.0,7.0,Asokoro District
250000000,"Apo, Abuja",1987397,2023-11-04,2024-04-18, Available,Terraced Duplex,Millions,5.0,5.0,5.0,Apo
540000000,"Guzape District, Abuja",2221144,2024-04-24,2024-04-25, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
50000000,"Kaura, Abuja",1987333,2023-11-04,2024-05-13, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Kaura
760000000,"Jahi, Abuja",1987177,2023-11-04,2024-03-31, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
50000000,"Dawaki New Engineering, Dawaki, Gwarinpa, Abuja",1946464,2023-10-07,2024-05-16, Sold,Terraced Duplex,Millions,3.0,4.0,4.0,Gwarimpa
250000000,"Lento, Life Camp, Abuja",1986841,2023-11-04,2024-05-15, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
800000000,"Guzape District, Abuja",1986312,2023-11-03,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
100000000,"2nd Avenue, Gwarinpa, Abuja",1985504,2023-11-03,2024-05-06, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Gwarimpa
70000000,"Wasa, Apo, Abuja",1985444,2023-11-03,2024-04-22, Available,Detached Duplex,Millions,4.0,5.0,5.0,Apo
110000000,"By Cosgrove Estate, Katampe, Abuja",1984819,2023-11-02,2024-04-28, Available,Terraced Duplex,Millions,4.0,5.0,6.0,Katampe
2200000000,"Off Danube Maitama, Maitama District, Abuja",1964858,2023-10-19,2024-04-30, Available,Detached Duplex,Billions,5.0,5.0,6.0,Maitama District
70000000,"Lokogoma District, Abuja",1984164,2023-11-02,2024-04-28, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Lokogoma District
120000000,"Games Village, Kaura, Abuja",1984367,2023-11-02,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kaura
80000000,"Katampe, Abuja",1937326,2023-09-29,2024-05-13, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
130000000,"Katampe, Abuja",1965973,2023-10-20,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
800000000,"Maitama District, Abuja",1983909,2023-11-02,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
700000000,"By Minister's House, Wuse, Abuja",1983705,2023-11-02,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Wuse
450000000,"Jabi, Abuja",1983367,2023-11-01,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Jabi
230000000,"New H.medix Before Coza, Guzape District, Abuja",2095030,2024-01-28,2024-05-11, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
950000000,"National Assembly Diplomatic Zone, Apo, Abuja",1982045,2023-11-01,2024-05-12, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Apo
20000000,"Old Karu, Karu, Abuja",1727028,2023-05-09,2024-05-15, Available,Semi-detached Bungalow,Millions,2.0,2.0,3.0,Karu
250000000,"Utako, Abuja",1982561,2023-11-01,2024-04-03, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Utako
600000000,"Gwarimpa Main, Gwarinpa, Abuja",1982546,2023-11-01,2024-05-17, Available,House,Millions,7.0,6.0,7.0,Gwarimpa
3500000000,"Maitama District, Abuja",1982047,2023-11-01,2024-05-12, Available,Terraced Duplex,Billions,4.0,4.0,4.0,Maitama District
550000000,"Jahi, Abuja",1982025,2023-11-01,2024-05-11, Available,Block of Flats,Millions,3.0,3.0,3.0,Jahi
220000000,"Jahi, Abuja",1632658,2023-02-16,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
360000000,"Wuye, Abuja",1981965,2023-11-01,2024-05-05, Available,Block of Flats,Millions,2.0,2.0,3.0,Wuye
350000000,"Main, Utako, Abuja",1906923,2023-09-09,2024-02-24, Available,Detached Duplex,Millions,5.0,5.0,6.0,Utako
25000000,"Lugbe District, Abuja",1981802,2023-10-31,2024-04-28, Available,House,Millions,2.0,2.0,3.0,Lugbe District
360000000,"Naf Valley Estate Diplomatic Zone, Asokoro District, Abuja",1981608,2023-10-31,2024-05-12, Available,Detached Duplex,Millions,6.0,7.0,7.0,Asokoro District
450000000,"Ministers Hill, Maitama District, Abuja",1981479,2023-10-31,2024-05-02, Available,Semi-detached Duplex,Millions,4.0,5.0,5.0,Maitama District
79000000,"By Same Global, Dakwo, Abuja",1687252,2023-04-05,2024-04-11, Available,Detached Duplex,Millions,4.0,4.0,5.0,Dakwo
150000000,"Lugbe District, Abuja",1981061,2023-10-31,2024-03-02, Available,Detached Duplex,Millions,6.0,6.0,7.0,Lugbe District
400000000,"Wuse Zone 6 Abuja Nigerian, Zone 6, Wuse, Abuja",1980856,2023-10-31,2024-05-14, Available,Semi-detached Duplex,Millions,6.0,7.0,7.0,Wuse
58000000,"Brains And Hammers City Estate, Life Camp, Abuja",1803165,2023-07-05,2024-05-06, Available,House,Millions,4.0,4.0,4.0,Life Camp
51000000,"T Pumpy Estate, FHA (F.H.A), Lugbe District, Abuja",1979780,2023-10-30,2024-03-13, Available,Detached Duplex,Millions,4.0,6.0,6.0,Lugbe District
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
60000000,"Penthouse Estate, Lugbe District, Abuja",1978403,2023-10-29,2024-04-11, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Lugbe District
550000000,"Wuye, Abuja",1978036,2023-10-29,2024-04-07, Available,Detached Duplex,Millions,7.0,7.0,8.0,Wuye
75000000,"Life Camp, Abuja",1977882,2023-10-29,2024-04-29, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
700000000,"Ministers Quarters, Mabushi, Abuja",1977880,2023-10-29,2024-04-29, Available,Detached Duplex,Millions,6.0,7.0,7.0,Mabushi
180000000,"Gilmore., Jahi, Abuja",1977878,2023-10-29,2024-04-29, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
70000000,"By Peace Court Estate, Lokogoma District, Abuja",1976035,2023-10-27,2024-03-06, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Lokogoma District
95000000,"Gilmore, Jahi, Abuja",1802905,2023-07-05,2024-05-13, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
155000000,"Life Camp, Abuja",1975481,2023-10-27,2024-04-29, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
130000000,"Gwarinpa, Abuja",1975243,2023-10-26,2024-05-12, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Gwarimpa
185000000,"Godab Estate Axis, Life Camp, Abuja",1827913,2023-07-19,2024-05-16, Available,Detached Duplex,Millions,5.0,7.0,8.0,Life Camp
260000000,"Admiralty Estate, Asokoro District, Abuja",1948269,2023-10-09,2024-05-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Asokoro District
135000000,"Kado, Abuja",1975090,2023-10-26,2024-04-21, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kado
180000000,"Babagana Kingibe Street,, Guzape District, Abuja",1972861,2023-10-25,2024-04-29, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
3300000000,"Maitama Main By Diplomatic Zone, Maitama District, Abuja",1999855,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,8.0,10.0,10.0,Maitama District
180000000,"Lokogoma District, Abuja",1972317,2023-10-25,2024-03-08, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lokogoma District
350000000,"Maitama District, Abuja",1972297,2023-10-25,2024-04-25, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Maitama District
700000000,"Asokoro Abuja Diplomatic Zone, Asokoro District, Abuja",1971801,2023-10-24,2024-05-12, Available,Detached Duplex,Millions,6.0,7.0,7.0,Asokoro District
200000000,"Gaduwa, Abuja",1971328,2023-10-24,2024-04-07, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gaduwa
110000000,"Life Camp, Abuja",1969708,2023-10-23,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
700000000,"Maitama District, Abuja",1969135,2023-10-23,2024-04-25, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
170000000,"Guzape District, Abuja",1968934,2023-10-23,2024-05-04, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
700000000,"Ministers Quarters, Mabushi, Abuja",1968477,2023-10-22,2024-04-04, Available,Detached Duplex,Millions,6.0,6.0,8.0,Mabushi
600000000,"Coza Area, Guzape District, Abuja",1968447,2023-10-22,2024-04-02, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
960000000,"Kado, Abuja",1968444,2023-10-22,2024-04-20, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Kado
25000000,"Maitama District, Abuja",1968389,2023-10-22,2024-05-13, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Maitama District
140000000,"Katampe Extension, Katampe, Abuja",1968245,2023-10-22,2024-04-22, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Katampe
130000000,"Gwarinpa Extension, Gwarinpa, Abuja",1968178,2023-10-22,2024-04-21, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Gwarimpa
135000000,"Gwarinpa, Abuja",1967876,2023-10-22,2024-05-17, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Gwarimpa
3700000000,"Maitama District, Abuja",1967857,2023-10-21,2024-05-13, Available,Block of Flats,Billions,4.0,4.0,5.0,Maitama District
210000000,"Wuye, Abuja",1967642,2023-10-21,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
2500000000,"Maitama District, Abuja",1966529,2023-10-20,2024-05-08, Available,Detached Duplex,Billions,5.0,5.0,6.0,Maitama District
95000000,"69 Road, Gwarinpa, Abuja",1966500,2023-10-20,2024-03-27, Available,Semi-detached Duplex,Millions,3.0,3.0,4.0,Gwarimpa
500000000,"After Sow Estate, Katampe Extension, Katampe, Abuja",2253823,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
450000000,"Asokoro District, Abuja",1966169,2023-10-20,2024-04-20, Available,Detached Duplex,Millions,6.0,6.0,7.0,Asokoro District
650000000,"Guzape District, Abuja",1965881,2023-10-20,2024-04-20, Available,Detached Duplex,Millions,6.0,6.0,7.0,Guzape District
85000000,"Gwarimpa, Karsana, Abuja",1965356,2023-10-20,2024-04-22, Available,Terraced Duplex,Millions,3.0,4.0,4.0,Karsana
400000000,"National Assembly Quarters, Zone B, Apo, Abuja",1887201,2023-08-28,2024-04-25, Available,Detached Duplex,Millions,5.0,5.0,6.0,Apo
85000000,"Modern Market, Dawaki, Gwarinpa, Abuja",1965022,2023-10-19,2024-05-02, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Gwarimpa
250000000,"Mabushi, Abuja",1964857,2023-10-19,2024-04-25, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Mabushi
140000000,"Wuye, Abuja",1964401,2023-10-19,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Wuye
350000000,"Katampe (Main), Katampe, Abuja",1964230,2023-10-19,2024-04-22, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Katampe
195000000,"Durumi, Abuja",1963523,2023-10-18,2024-04-20, Available,Detached Duplex,Millions,4.0,5.0,5.0,Durumi
800000000,"Diplomatic Zone, Maitama District, Abuja",1962929,2023-10-18,2024-03-16, Available,Detached Duplex,Millions,5.0,5.0,6.0,Maitama District
100000000,"Nicon Junction, By Gishiri Road, Katampe, Abuja",1962866,2023-10-18,2024-03-14, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
350000000,"Life Camp, Abuja",1962459,2023-10-18,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,5.0,Life Camp
200000000,"Katampe Extension, Katampe, Abuja",1962417,2023-10-18,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
120000000,"Naf Valley Estate, Asokoro District, Abuja",1961613,2023-10-17,2024-05-12, Available,Terraced Duplex,Millions,2.0,3.0,3.0,Asokoro District
450000000,"Katampe, Abuja",1961254,2023-10-17,2024-04-20, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
250000000,"River Park Estate, Lugbe District, Abuja",1961148,2023-10-17,2024-04-18, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
550000000,"Guzape District, Abuja",2200321,2024-04-10,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
180000000,"Durumi, Abuja",1961133,2023-10-17,2024-04-20, Available,House,Millions,4.0,4.0,5.0,Durumi
60000000,"Gaduwa, Abuja",1960983,2023-10-17,2024-05-13, Available,Block of Flats,Millions,2.0,2.0,3.0,Gaduwa
250000000,"Kado, Abuja",1960593,2023-10-17,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
500000000,"Wuse 2, Abuja",1959351,2023-10-16,2024-03-30, Available,Terraced Duplex,Millions,6.0,6.0,7.0,Wuse 2
2000000000,"Maitama 2, Maitama District, Abuja",1959329,2023-10-16,2024-03-23, Available,Detached Duplex,Billions,5.0,5.0,6.0,Maitama District
3200000000,"Maitama District, Abuja",1959195,2023-10-16,2024-03-23, Available,Detached Duplex,Billions,5.0,6.0,6.0,Maitama District
170000000,"Utako, Abuja",1958582,2023-10-15,2024-04-18, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Utako
120000000,"Durumi, Abuja",1958479,2023-10-15,2024-04-18, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Durumi
130000000,"Main, Gwarinpa, Abuja",1958202,2023-10-15,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
110000000,"Main, Gwarinpa, Abuja",1958186,2023-10-15,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
110000000,"Wuye, Abuja",1958154,2023-10-15,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
250000000,"Katampe Extension, Katampe, Abuja",1934345,2023-09-27,2024-05-05, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
600000000,"Diplomatic Zones, Katampe Extension, Katampe, Abuja",1943360,2023-10-05,2024-05-05, Available,Detached Duplex,Millions,4.0,4.0,5.0,Katampe
400000000,"Jahi, Abuja",1956817,2023-10-14,2024-03-10, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Jahi
150000000,"Kaura, Abuja",1955914,2023-10-13,2024-03-23, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kaura
70000000,"Sunnyvale Garden Estate, Dakwo, Abuja",1955331,2023-10-13,2024-04-11, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Dakwo
330000000,"Apo Resettlement, Apo, Abuja",2222041,2024-04-24,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
70000000,"Sunnyvale Garden Estate, Dakwo, Abuja",1955331,2023-10-13,2024-04-11, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Dakwo
200000000,"Jahi, Abuja",1955327,2023-10-13,2024-04-21, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
400000000,"Gilmore, Jahi, Abuja",1955073,2023-10-13,2024-04-18, Available,Detached Duplex,Millions,5.0,6.0,6.0,Jahi
250000000,"Lugbe District, Abuja",1954776,2023-10-12,2024-03-23, Available,Detached Duplex,Millions,6.0,6.0,7.0,Lugbe District
90000000,"The Paradise 2, Life Camp, Abuja",1954498,2023-10-12,2024-03-31, Available,Detached Duplex,Millions,6.0,6.0,6.0,Life Camp
300000000,"Mabushi, Abuja",1953277,2023-10-12,2024-03-25, Available,House,Millions,5.0,5.0,6.0,Mabushi
380000000,"Wuye, Abuja",1953148,2023-10-11,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Wuye
550000000,"Wuye, Abuja",1953118,2023-10-11,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Wuye
85000000,"Centage Estate, Apo, Abuja",1953087,2023-10-11,2024-05-10, Available,Detached Duplex,Millions,4.0,4.0,5.0,Apo
1000000000,"Maitama District, Abuja",1952366,2023-10-11,2024-04-20, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
230000000,"Wuye, Abuja",1952296,2023-10-11,2024-05-01, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Wuye
